date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:02:31	1450/1450	---MCZ	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/html	etag:1689399842-ssl-df	https://zoyothemes.com/robots.txt		(from )
18:02:31	66389/66389	---MCZ	200	added ('OK')	text/html	etag:%227b00df0451af061812b61b04552f0525-ssl-df%22	https://zoyothemes.com/tapeli/html/	zoyothemes.com/tapeli/html/index.html	(from )
18:02:32	4286/4286	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%22b11734ba384dfb5bab7a3df04263ce37-ssl%22	https://zoyothemes.com/tapeli/html/assets/images/favicon.ico	zoyothemes.com/tapeli/html/assets/images/favicon.ico	(from https://zoyothemes.com/tapeli/html/)
18:02:34	272870/272870	---MCZ	200	added ('OK')	text/css	etag:%22fa48b53fe5c93fe159e5507c6f9644a9-ssl-df%22	https://zoyothemes.com/tapeli/html/assets/css/app.min.css	zoyothemes.com/tapeli/html/assets/css/app.min.css	(from https://zoyothemes.com/tapeli/html/)
18:02:40	345846/345846	---MCZ	200	added ('OK')	text/css	etag:%2200d21458123f94119fa75e6710961cbc-ssl-df%22	https://zoyothemes.com/tapeli/html/assets/css/icons.min.css	zoyothemes.com/tapeli/html/assets/css/icons.min.css	(from https://zoyothemes.com/tapeli/html/)
18:02:44	7421/7421	---M--	200	added ('OK')	image/jpeg	etag:%2235c55d16ca4a5d6f0385e4576d69b96c-ssl%22	https://zoyothemes.com/tapeli/html/assets/images/users/user-2.jpg	zoyothemes.com/tapeli/html/assets/images/users/user-2.jpg	(from https://zoyothemes.com/tapeli/html/)
18:02:44	93792/93792	---M--	200	added ('OK')	image/jpeg	etag:%2231410bacc6194c5aff7a4c1b23e6897d-ssl%22	https://zoyothemes.com/tapeli/html/assets/images/users/user-12.jpg	zoyothemes.com/tapeli/html/assets/images/users/user-12.jpg	(from https://zoyothemes.com/tapeli/html/)
18:02:45	4499/4499	---M--	200	added ('OK')	image/jpeg	etag:%228a6f5c65188bce544e4beab14d9f0b1a-ssl%22	https://zoyothemes.com/tapeli/html/assets/images/users/user-3.jpg	zoyothemes.com/tapeli/html/assets/images/users/user-3.jpg	(from https://zoyothemes.com/tapeli/html/)
18:02:47	5418/5418	---M--	200	added ('OK')	image/jpeg	etag:%22696b2ffaaa15d643b3bd59faf8adaa09-ssl%22	https://zoyothemes.com/tapeli/html/assets/images/users/user-8.jpg	zoyothemes.com/tapeli/html/assets/images/users/user-8.jpg	(from https://zoyothemes.com/tapeli/html/)
18:02:49	5411/5411	---M--	200	added ('OK')	image/jpeg	etag:%22721a950ffd0700b50b7c2bebcf8ec6a6-ssl%22	https://zoyothemes.com/tapeli/html/assets/images/users/user-5.jpg	zoyothemes.com/tapeli/html/assets/images/users/user-5.jpg	(from https://zoyothemes.com/tapeli/html/)
18:02:50	6261/6261	---M--	200	added ('OK')	image/jpeg	etag:%2294a42290b41c0501ed1b1a2abd647d9b-ssl%22	https://zoyothemes.com/tapeli/html/assets/images/users/user-6.jpg	zoyothemes.com/tapeli/html/assets/images/users/user-6.jpg	(from https://zoyothemes.com/tapeli/html/)
18:02:53	63974/63974	---M--	200	added ('OK')	image/jpeg	etag:%2205d637d57782bbcf297fdffecdfc6018-ssl%22	https://zoyothemes.com/tapeli/html/assets/images/users/user-11.jpg	zoyothemes.com/tapeli/html/assets/images/users/user-11.jpg	(from https://zoyothemes.com/tapeli/html/)
18:02:56	116969/116969	---MCZ	200	added ('OK')	text/html	etag:%223e8876215aa205257811ea0616e765d6-ssl-df%22	https://zoyothemes.com/tapeli/html/pages-profile	zoyothemes.com/tapeli/html/pages-profile.html	(from https://zoyothemes.com/tapeli/html/)
18:03:00	4245/4245	---MCZ	200	added ('OK')	text/html	etag:%22d07ac0d2e30735117e3c689075c8074d-ssl-df%22	https://zoyothemes.com/tapeli/html/auth-lock-screen	zoyothemes.com/tapeli/html/auth-lock-screen.html	(from https://zoyothemes.com/tapeli/html/)
18:03:03	3966/3966	---M-Z	200	added ('OK')	text/html	etag:%22d40d2af64974f7cc59198e7e4a8379ec-ssl-df%22	https://zoyothemes.com/tapeli/html/auth-logout	zoyothemes.com/tapeli/html/auth-logout.html	(from https://zoyothemes.com/tapeli/html/)
18:03:08	2901/2901	---M--	200	added ('OK')	image/png	etag:%22477b3f4b1f72c9cf3b0ee6741798bf90-ssl%22	https://zoyothemes.com/tapeli/html/assets/images/logo-sm.png	zoyothemes.com/tapeli/html/assets/images/logo-sm.png	(from https://zoyothemes.com/tapeli/html/)
18:03:11	3187/3187	---M--	200	added ('OK')	image/png	etag:%229f92309abe71b7934ae4d34f21fe8908-ssl%22	https://zoyothemes.com/tapeli/html/assets/images/logo-light.png	zoyothemes.com/tapeli/html/assets/images/logo-light.png	(from https://zoyothemes.com/tapeli/html/)
18:03:19	3172/3172	---M--	200	added ('OK')	image/png	etag:%226fa8388d0de9f686f7345659f0aa891f-ssl%22	https://zoyothemes.com/tapeli/html/assets/images/logo-dark.png	zoyothemes.com/tapeli/html/assets/images/logo-dark.png	(from https://zoyothemes.com/tapeli/html/)
